Dòng máy,Giá,Phiên bản,Tình trạng,Tinh_trang_tong_hop,Xuất xứ,Dung lượng (GB),Tình trạng pin,Pin_bucket,Chính sách bảo hành
iPhone X,1750000.0,Khóa mạng (Lock),Đã sử dụng (chưa sửa chữa),Màn thay,,64.0,100%,100%,
iPhone X,2000000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,84%,80-84%,
iPhone X,3500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Pin thay,,64.0,97%,95-96%,
iPhone X,2300000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,96%,95-96%,
iPhone X,2100000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Màn thay,,64.0,75%,Dưới 80%,
iPhone X,2000000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),64.0,84%,80-84%,
iPhone X,3000000.0,Quốc tế (Không khoá mạng),Đã sửa chữa / thay linh kiện,Màn thay,Mỹ (LL/A),256.0,99%,97-99%,
iPhone X,2400000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Pin thay,Chính hãng VN (VNA),256.0,100%,100%,
iPhone X,2399999.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,91%,90-94%,Còn bảo hành
iPhone X,1650000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,100%,100%,
iPhone X,2850000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,100%,100%,
iPhone X,2200000.0,Khóa mạng (Lock),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),64.0,95%,95-96%,
iPhone X,1750000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,94%,90-94%,
iPhone X,2500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,94%,90-94%,1 tháng
iPhone X,3850000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Màn thay,,64.0,98%,97-99%,1 tháng
iPhone X,1500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,90%,90-94%,
iPhone X,2900000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,97%,95-96%,
iPhone X,3000000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,97%,95-96%,
iPhone X,2050000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,84%,80-84%,
iPhone X,2300000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,100%,100%,1 tháng
iPhone X,2850000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Pin thay,,256.0,99%,97-99%,
iPhone X,2250000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Màn thay,,256.0,97%,97-99%,
iPhone X,2200000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,100%,100%,
iPhone X,2800000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,95%,90-94%,Hết bảo hành
iPhone X,3300000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,99%,97-99%,Hết bảo hành
iPhone X,2400000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,64.0,88%,85-89%,
iPhone X,1700000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,95%,95-96%,3 tháng
iPhone X,1350000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,92%,90-94%,
iPhone X,2750000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,98%,97-99%,Còn bảo hành
iPhone X,3400000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,64.0,97%,95-96%,
iPhone X,2990000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Màn thay,,256.0,100%,100%,
iPhone X,2000000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Nhật Bản,256.0,90%,90-94%,
iPhone X,1999999.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Màn thay,,64.0,84%,80-84%,Còn bảo hành
iPhone XR,1950000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,77%,Dưới 80%,Hết bảo hành
iPhone XR,2000000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,77%,Dưới 80%,
iPhone XR,3000000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,64.0,96%,95-96%,Còn bảo hành
iPhone XR,2600000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,90%,90-94%,
iPhone XR,3400000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Nhật Bản,128.0,98%,97-99%,Hết bảo hành
iPhone XR,2500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,64.0,93%,90-94%,
iPhone XR,2500000.0,Khóa mạng (Lock),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),64.0,94%,90-94%,Hết bảo hành
iPhone XR,2600000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,83%,80-84%,Hết bảo hành
iPhone XR,2500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,93%,90-94%,
iPhone XR,2400000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,100%,100%,
iPhone XR,2999000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Pin thay,Chính hãng VN (VNA),64.0,100%,100%,1 tháng
iPhone XR,4000000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),64.0,98%,97-99%,>12 tháng
iPhone XR,3250000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,96%,95-96%,Còn bảo hành
iPhone XR,4590000.0,,Đã sử dụng (chưa sửa chữa),Pin thay,,128.0,98%,97-99%,4-6 tháng
iPhone XR,3500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Pin thay,,64.0,100%,100%,3 tháng
iPhone XR,3500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,98%,97-99%,
iPhone XR,4139999.0,,Đã sử dụng (chưa sửa chữa),Pin thay,Trung Quốc,128.0,100%,100%,Hết bảo hành
iPhone XR,2300000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,78%,Dưới 80%,
iPhone XR,2500000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,93%,90-94%,
iPhone XR,2700000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,92%,90-94%,
iPhone XR,2600000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,90%,90-94%,
iPhone XR,2700000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Chính hãng VN (VNA),64.0,92%,90-94%,Còn bảo hành
iPhone XR,1900000.0,Khóa mạng (Lock),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),64.0,100%,100%,
iPhone XR,2890000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,94%,90-94%,
iPhone XS,3200000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Nhật Bản,64.0,100%,100%,
iPhone XS,2300000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,82%,80-84%,Còn bảo hành
iPhone XS,1900000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,89%,85-89%,
iPhone XS,4000000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Pin thay,Mỹ (LL/A),64.0,100%,100%,3 tháng
iPhone XS,2650000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Pin thay,Mỹ (LL/A),64.0,100%,100%,
iPhone XS,3000000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,100%,100%,
iPhone XS,2300000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Pin thay,Mỹ (LL/A),64.0,100%,100%,
iPhone XS,2450000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Màn thay,,128.0,97%,95-96%,4-6 tháng
iPhone XS,2600000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,93%,90-94%,
iPhone XS,2499000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Màn thay,Mỹ (LL/A),64.0,95%,90-94%,
iPhone XS,1800000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Màn thay,,64.0,88%,85-89%,
iPhone XS,2150000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Màn thay,Nhật Bản,64.0,86%,85-89%,Hết bảo hành
iPhone XS,2800000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,97%,97-99%,
iPhone XS,3990000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),64.0,100%,100%,3 tháng
iPhone XS,3990000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),64.0,100%,100%,3 tháng
iPhone XS,2800000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,96%,95-96%,
iPhone XS,2999999.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,97%,97-99%,
iPhone XS,2800000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Nhật Bản,64.0,94%,90-94%,
iPhone XS,1750000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Trung Quốc,64.0,90%,85-89%,Hết bảo hành
iPhone XS,2990000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,98%,97-99%,Còn bảo hành
iPhone XS,3800000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,100%,100%,3 tháng
iPhone XS,3200000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,98%,97-99%,
iPhone XS,1800000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,83%,80-84%,
iPhone XS,2200000.0,Quốc tế (Không khoá mạng),Đã sửa chữa / thay linh kiện,Đã sửa chữa,Mỹ (LL/A),64.0,100%,100%,1 tháng
iPhone XS,4700000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,92%,90-94%,
iPhone XS,4500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,100%,100%,
iPhone XS,3500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),64.0,100%,100%,
iPhone XS,3900000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,99%,97-99%,Hết bảo hành
iPhone XS,2400000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Pin thay,Mỹ (LL/A),64.0,94%,90-94%,
iPhone XS Max,3500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),"Màn thay, Cam thay",Chính hãng VN (VNA),64.0,100%,100%,4-6 tháng
iPhone XS Max,3700000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Màn thay,,64.0,89%,85-89%,
iPhone XS Max,4100000.0,,Đã sử dụng (chưa sửa chữa),Pin thay,,64.0,96%,95-96%,
iPhone XS Max,3300000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Pin thay,Mỹ (LL/A),64.0,91%,90-94%,Hết bảo hành
iPhone XS Max,5950000.0,,Đã sử dụng (chưa sửa chữa),Pin thay,Nhật Bản,256.0,100%,100%,4-6 tháng
iPhone XS Max,5500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),64.0,98%,97-99%,Hết bảo hành
iPhone XS Max,5200000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,99%,97-99%,Hết bảo hành
iPhone XS Max,6200000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),512.0,99%,97-99%,7-12 tháng
iPhone XS Max,3500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Pin thay,Mỹ (LL/A),256.0,100%,100%,
iPhone XS Max,3250000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,88%,85-89%,Còn bảo hành
iPhone XS Max,3000000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Màn thay,,64.0,92%,90-94%,Còn bảo hành
iPhone XS Max,3900000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,98%,97-99%,Còn bảo hành
iPhone XS Max,3450000.0,,Đã sử dụng (chưa sửa chữa),Pin thay,,64.0,91%,90-94%,
iPhone XS Max,4500000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,100%,97-99%,Hết bảo hành
iPhone XS Max,5200000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Chính hãng VN (VNA),64.0,98%,97-99%,Còn bảo hành
iPhone XS Max,2000000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),"Màn thay, Pin thay",,64.0,83%,80-84%,Hết bảo hành
iPhone XS Max,3950000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Pin thay,Mỹ (LL/A),64.0,94%,90-94%,1 tháng
iPhone XS Max,2999999.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),64.0,92%,90-94%,Hết bảo hành
iPhone XS Max,4200000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,99%,97-99%,1 tháng
iPhone XS Max,2700000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Pin thay,,64.0,95%,95-96%,
iPhone XS Max,3500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),64.0,91%,90-94%,Hết bảo hành
iPhone XS Max,3650000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),64.0,89%,85-89%,
iPhone XS Max,3600000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,95%,90-94%,
iPhone XS Max,2990000.0,Khóa mạng (Lock),Đã sử dụng (chưa sửa chữa),Màn thay,Mỹ (LL/A),256.0,100%,100%,
iPhone XS Max,4500000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Chính hãng VN (VNA),128.0,100%,100%,7-12 tháng
iPhone XS Max,3750000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,95%,90-94%,
iPhone XS Max,3500000.0,,Đã sử dụng (chưa sửa chữa),Pin thay,,64.0,91%,90-94%,
iPhone XS Max,3490000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,92%,90-94%,7-12 tháng
iPhone XS Max,3100000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,91%,90-94%,
iPhone XS Max,3800000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,96%,95-96%,1 tháng
iPhone XS Max,3400000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,93%,90-94%,1 tháng
iPhone XS Max,3350000.0,Khóa mạng (Lock),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,92%,90-94%,
iPhone XS Max,3700000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),64.0,84%,80-84%,1 tháng
iPhone XS Max,2300000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Màn thay,,64.0,96%,95-96%,
iPhone XS Max,4490000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Pin thay,Mỹ (LL/A),256.0,100%,100%,
iPhone XS Max,4990000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,100%,100%,4-6 tháng
iPhone XS Max,3000000.0,Khóa mạng (Lock),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,92%,90-94%,
iPhone XS Max,3800000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Màn thay,,64.0,91%,90-94%,
iPhone XS Max,3200000.0,,Đã sử dụng (chưa sửa chữa),Pin thay,,256.0,92%,90-94%,
iPhone XS Max,2700000.0,Khóa mạng (Lock),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,95%,95-96%,
iPhone XS Max,3200000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,90%,90-94%,Còn bảo hành
iPhone XS Max,2500000.0,Khóa mạng (Lock),Đã sử dụng (chưa sửa chữa),Pin thay,,64.0,96%,95-96%,
iPhone XS Max,4600000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,87%,85-89%,
iPhone XS Max,4380000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,100%,100%,Còn bảo hành
iPhone XS Max,3500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,90%,90-94%,
iPhone XS Max,4500000.0,Quốc tế (Không khoá mạng),Đã sửa chữa / thay linh kiện,Đã sửa chữa,,256.0,100%,97-99%,
iPhone XS Max,2999999.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Pin thay,Mỹ (LL/A),64.0,92%,90-94%,Hết bảo hành
iPhone XS Max,5950000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),"Màn thay, Pin thay",,256.0,99%,97-99%,1 tháng
iPhone XS Max,3950000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,96%,95-96%,
iPhone XS Max,2999000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,96%,95-96%,
iPhone XS Max,3300000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,91%,90-94%,
iPhone XS Max,2950000.0,Quốc tế (Không khoá mạng),Đã sửa chữa / thay linh kiện,Màn thay,,64.0,94%,90-94%,Còn bảo hành
iPhone XS Max,3000000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,64.0,92%,90-94%,
iPhone XS Max,2760000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),"Màn thay, Pin thay",,64.0,95%,95-96%,
iPhone XS Max,3555555.0,,Đã sử dụng (chưa sửa chữa),Màn thay,,256.0,95%,90-94%,
iPhone XS Max,5000000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Pin thay,Mỹ (LL/A),64.0,100%,100%,3 tháng
iPhone XS Max,4900000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,98%,97-99%,7-12 tháng
iPhone XS Max,3999000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,512.0,99%,97-99%,
iPhone XS Max,3800000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,91%,90-94%,
iPhone XS Max,4000000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,99%,97-99%,1 tháng
iPhone XS Max,4600000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,100%,100%,
iPhone XS Max,2200000.0,Quốc tế (Không khoá mạng),Mới,Zin không trầy xước,Việt Nam,64.0,94%,90-94%,Còn bảo hành
iPhone XS Max,4800000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,95%,95-96%,
iPhone XS Max,3900000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,94%,90-94%,
iPhone XS Max,3300000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),64.0,91%,90-94%,
iPhone XS Max,3300000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,91%,90-94%,
iPhone XS Max,3600000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,88%,85-89%,
iPhone XS Max,3800000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),"Màn thay, Pin thay",,256.0,96%,95-96%,
iPhone XS Max,4750000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,97%,97-99%,
iPhone XS Max,1800000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,90%,90-94%,
iPhone XS Max,2500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,97%,95-96%,
iPhone XS Max,1600000.0,Khóa mạng (Lock),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,64.0,91%,90-94%,
iPhone XS Max,2500000.0,Quốc tế (Không khoá mạng),Đã sửa chữa / thay linh kiện,Đã sửa chữa,Mỹ (LL/A),64.0,96%,95-96%,1 tháng
